"family_id","child_ht"
"F241",69.19999695
"F242",69.19999695
"F243",69.19999695
"F244",69.19999695
"F245",69.19999695
"F246",69.19999695
"F247",69.19999695
"F248",69.19999695
"F249",69.19999695
"F250",69.19999695
"F251",69.19999695
"F252",69.19999695
"F253",70.19999695
"F254",70.19999695
"F255",70.19999695
"F256",70.19999695
"F257",70.19999695
"F258",70.19999695
"F259",70.19999695
"F260",70.19999695
"F261",70.19999695
"F262",70.19999695
"F263",70.19999695
"F264",70.19999695
"F265",70.19999695
"F266",70.19999695
"F267",70.19999695
"F268",70.19999695
"F269",70.19999695
"F270",70.19999695
"F271",70.19999695
"F272",70.19999695
"F273",70.19999695
"F274",70.19999695
"F275",70.19999695
"F276",70.19999695
"F277",70.19999695
"F278",71.19999695
"F279",71.19999695
"F280",71.19999695
"F281",71.19999695
"F282",71.19999695
"F283",71.19999695
"F284",71.19999695
"F285",71.19999695
"F286",71.19999695
"F287",71.19999695
"F288",71.19999695
"F289",71.19999695
"F290",71.19999695
"F291",71.19999695
"F292",71.19999695
"F293",71.19999695
"F294",71.19999695
"F295",71.19999695
"F296",71.19999695
"F297",71.19999695
"F298",72.19999695
"F299",72.19999695
"F300",72.19999695
"F301",72.19999695
"F302",72.19999695
"F303",72.19999695
"F304",72.19999695
"F305",72.19999695
"F306",72.19999695
"F307",72.19999695
"F308",72.19999695
"F309",73.19999695
"F310",73.19999695
"F311",73.19999695
"F312",73.19999695
"F313",74.19999695
"F314",74.19999695
"F315",74.19999695
"F316",74.19999695
"F317",74.19999695
"F318",61.20000076
"F319",63.20000076
"F320",63.20000076
"F321",63.20000076
"F322",63.20000076
"F323",63.20000076
"F324",63.20000076
"F325",63.20000076
"F326",64.19999695
"F327",64.19999695
"F328",64.19999695
"F329",64.19999695
"F330",64.19999695
"F331",64.19999695
"F332",64.19999695
"F333",64.19999695
"F334",64.19999695
"F335",64.19999695
"F336",64.19999695
"F337",65.19999695
"F338",65.19999695
"F339",65.19999695
"F340",65.19999695
"F341",65.19999695
"F342",65.19999695
"F343",65.19999695
"F344",65.19999695
"F345",65.19999695
"F346",65.19999695
"F347",65.19999695
"F348",65.19999695
"F349",65.19999695
"F350",65.19999695
"F351",65.19999695
"F352",65.19999695
"F353",66.19999695
"F354",66.19999695
"F355",66.19999695
"F356",66.19999695
"F357",66.19999695
"F358",66.19999695
"F359",66.19999695
"F360",66.19999695
"F361",66.19999695
"F362",66.19999695
"F363",66.19999695
"F364",66.19999695
"F365",66.19999695
"F366",66.19999695
"F367",66.19999695
"F368",66.19999695
"F369",66.19999695
"F370",66.19999695
"F371",66.19999695
"F372",66.19999695
"F373",66.19999695
"F374",66.19999695
"F375",66.19999695
"F376",66.19999695
"F377",66.19999695
"F378",67.19999695
"F379",67.19999695
"F380",67.19999695
"F381",67.19999695
"F382",67.19999695
"F383",67.19999695
"F384",67.19999695
"F385",67.19999695
"F386",67.19999695
"F387",67.19999695
"F388",67.19999695
"F389",67.19999695
"F390",67.19999695
"F391",67.19999695
"F392",67.19999695
"F393",67.19999695
"F394",67.19999695
"F395",67.19999695
"F396",67.19999695
"F397",67.19999695
"F398",67.19999695
"F399",67.19999695
"F400",67.19999695
"F401",67.19999695
"F402",67.19999695
"F403",67.19999695
"F404",67.19999695
"F405",67.19999695
"F406",67.19999695
"F407",67.19999695
"F408",67.19999695
"F409",68.19999695
"F410",68.19999695
"F411",68.19999695
"F412",68.19999695
"F413",68.19999695
"F414",68.19999695
"F415",68.19999695
"F416",68.19999695
"F417",68.19999695
"F418",68.19999695
"F419",68.19999695
"F420",68.19999695
"F421",68.19999695
"F422",68.19999695
"F423",68.19999695
"F424",68.19999695
"F425",68.19999695
"F426",68.19999695
"F427",68.19999695
"F428",68.19999695
"F429",68.19999695
"F430",68.19999695
"F431",68.19999695
"F432",68.19999695
"F433",68.19999695
"F434",68.19999695
"F435",68.19999695
"F436",68.19999695
"F437",68.19999695
"F438",68.19999695
"F439",68.19999695
"F440",68.19999695
"F441",68.19999695
"F442",68.19999695
"F443",69.19999695
"F444",69.19999695
"F445",69.19999695
"F446",69.19999695
"F447",69.19999695
"F448",69.19999695
"F449",69.19999695
"F450",69.19999695
"F451",69.19999695
"F452",69.19999695
"F453",69.19999695
"F454",69.19999695
"F455",69.19999695
"F456",69.19999695
"F457",69.19999695
"F458",69.19999695
"F459",69.19999695
"F460",69.19999695
"F461",69.19999695
"F462",69.19999695
"F463",69.19999695
"F464",69.19999695
"F465",69.19999695
"F466",69.19999695
"F467",69.19999695
"F468",69.19999695
"F469",69.19999695
"F470",69.19999695
"F471",69.19999695
"F472",69.19999695
"F473",69.19999695
"F474",69.19999695
"F475",69.19999695
"F476",69.19999695
"F477",69.19999695
"F478",69.19999695
"F479",69.19999695
"F480",69.19999695
"F481",69.19999695
"F482",69.19999695
"F483",69.19999695
"F484",69.19999695
"F485",69.19999695
"F486",69.19999695
"F487",69.19999695
"F488",69.19999695
"F489",69.19999695
"F490",69.19999695
"F491",70.19999695
"F492",70.19999695
"F493",70.19999695
"F494",70.19999695
"F495",70.19999695
"F496",70.19999695
"F497",70.19999695
"F498",70.19999695
"F499",70.19999695
"F500",70.19999695
"F501",70.19999695
"F502",70.19999695
"F503",70.19999695
"F504",70.19999695
"F505",70.19999695
"F506",70.19999695
"F507",70.19999695
"F508",70.19999695
"F509",70.19999695
"F510",70.19999695
"F511",70.19999695
"F512",71.19999695
"F513",71.19999695
"F514",71.19999695
"F515",71.19999695
"F516",71.19999695
"F517",71.19999695
"F518",71.19999695
"F519",71.19999695
"F520",71.19999695
"F521",71.19999695
"F522",71.19999695
"F523",71.19999695
"F524",71.19999695
"F525",71.19999695
"F526",71.19999695
"F527",71.19999695
"F528",71.19999695
"F529",71.19999695
"F530",72.19999695
"F531",72.19999695
"F532",72.19999695
"F533",72.19999695
"F534",73.19999695
"F535",73.19999695
"F536",73.19999695
"F537",62.20000076
"F538",62.20000076
"F539",62.20000076
"F540",63.20000076
"F541",63.20000076
"F542",63.20000076
"F543",63.20000076
"F544",63.20000076
"F545",64.19999695
"F546",64.19999695
"F547",64.19999695
"F548",64.19999695
"F549",64.19999695
"F550",64.19999695
"F551",64.19999695
"F552",64.19999695
"F553",64.19999695
"F554",64.19999695
"F555",64.19999695
"F556",64.19999695
"F557",64.19999695
"F558",64.19999695
"F559",65.19999695
"F560",65.19999695
"F561",65.19999695
"F562",65.19999695
"F563",65.19999695
"F564",65.19999695
"F565",65.19999695
"F566",65.19999695
"F567",65.19999695
"F568",65.19999695
"F569",65.19999695
"F570",65.19999695
"F571",65.19999695
"F572",65.19999695
"F573",65.19999695
"F574",66.19999695
"F575",66.19999695
"F576",66.19999695
"F577",66.19999695
"F578",66.19999695
"F579",66.19999695
"F580",66.19999695
"F581",66.19999695
"F582",66.19999695
"F583",66.19999695
"F584",66.19999695
"F585",66.19999695
"F586",66.19999695
"F587",66.19999695
"F588",66.19999695
"F589",66.19999695
"F590",66.19999695
"F591",66.19999695
"F592",66.19999695
"F593",66.19999695
"F594",66.19999695
"F595",66.19999695
"F596",66.19999695
"F597",66.19999695
"F598",66.19999695
"F599",66.19999695
"F600",66.19999695
"F601",66.19999695
"F602",66.19999695
"F603",66.19999695
"F604",66.19999695
"F605",66.19999695
"F606",66.19999695
"F607",66.19999695
"F608",66.19999695
"F609",66.19999695
"F610",67.19999695
"F611",67.19999695
"F612",67.19999695
"F613",67.19999695
"F614",67.19999695
"F615",67.19999695
"F616",67.19999695
"F617",67.19999695
"F618",67.19999695
"F619",67.19999695
"F620",67.19999695
"F621",67.19999695
"F622",67.19999695
"F623",67.19999695
"F624",67.19999695
"F625",67.19999695
"F626",67.19999695
"F627",67.19999695
"F628",67.19999695
"F629",67.19999695
"F630",67.19999695
"F631",67.19999695
"F632",67.19999695
"F633",67.19999695
"F634",67.19999695
"F635",67.19999695
"F636",67.19999695
"F637",67.19999695
"F638",67.19999695
"F639",67.19999695
"F640",67.19999695
"F641",67.19999695
"F642",67.19999695
"F643",67.19999695
"F644",67.19999695
"F645",67.19999695
"F646",67.19999695
"F647",67.19999695
"F648",68.19999695
"F649",68.19999695
"F650",68.19999695
"F651",68.19999695
"F652",68.19999695
"F653",68.19999695
"F654",68.19999695
"F655",68.19999695
"F656",68.19999695
"F657",68.19999695
"F658",68.19999695
"F659",68.19999695
"F660",68.19999695
"F661",68.19999695
"F662",68.19999695
"F663",68.19999695
"F664",68.19999695
"F665",68.19999695
"F666",68.19999695
"F667",68.19999695
"F668",68.19999695
"F669",68.19999695
"F670",68.19999695
"F671",68.19999695
"F672",68.19999695
"F673",68.19999695
"F674",68.19999695
"F675",68.19999695
"F676",69.19999695
"F677",69.19999695
"F678",69.19999695
"F679",69.19999695
"F680",69.19999695
"F681",69.19999695
"F682",69.19999695
"F683",69.19999695
"F684",69.19999695
"F685",69.19999695
"F686",69.19999695
"F687",69.19999695
"F688",69.19999695
"F689",69.19999695
"F690",69.19999695
"F691",69.19999695
"F692",69.19999695
"F693",69.19999695
"F694",69.19999695
"F695",69.19999695
"F696",69.19999695
"F697",69.19999695
"F698",69.19999695
"F699",69.19999695
"F700",69.19999695
"F701",69.19999695
"F702",69.19999695
"F703",69.19999695
"F704",69.19999695
"F705",69.19999695
"F706",69.19999695
"F707",69.19999695
"F708",69.19999695
"F709",69.19999695
"F710",69.19999695
"F711",69.19999695
"F712",69.19999695
"F713",69.19999695
"F714",70.19999695
"F715",70.19999695
"F716",70.19999695
"F717",70.19999695
"F718",70.19999695
"F719",70.19999695
"F720",70.19999695
"F721",70.19999695
"F722",70.19999695
"F723",70.19999695
"F724",70.19999695
"F725",70.19999695
"F726",70.19999695
"F727",70.19999695
"F728",70.19999695
"F729",70.19999695
"F730",70.19999695
"F731",70.19999695
"F732",70.19999695
"F733",71.19999695
"F734",71.19999695
"F735",71.19999695
"F736",71.19999695
"F737",71.19999695
"F738",71.19999695
"F739",71.19999695
"F740",71.19999695
"F741",71.19999695
"F742",71.19999695
"F743",71.19999695
"F744",72.19999695
"F745",72.19999695
"F746",72.19999695
"F747",72.19999695
"F748",62.20000076
"F749",62.20000076
"F750",62.20000076
"F751",63.20000076
"F752",63.20000076
"F753",63.20000076
"F754",64.19999695
"F755",64.19999695
"F756",64.19999695
"F757",64.19999695
"F758",64.19999695
"F759",65.19999695
"F760",65.19999695
"F761",66.19999695
"F762",66.19999695
"F763",66.19999695
"F764",66.19999695
"F765",66.19999695
"F766",66.19999695
"F767",66.19999695
"F768",66.19999695
"F769",66.19999695
"F770",66.19999695
"F771",66.19999695
"F772",66.19999695
"F773",66.19999695
"F774",66.19999695
"F775",66.19999695
"F776",66.19999695
"F777",66.19999695
"F778",67.19999695
"F779",67.19999695
"F780",67.19999695
"F781",67.19999695
"F782",67.19999695
"F783",67.19999695
"F784",67.19999695
"F785",67.19999695
"F786",67.19999695
"F787",67.19999695
"F788",67.19999695
"F789",67.19999695
"F790",67.19999695
"F791",67.19999695
"F792",67.19999695
"F793",67.19999695
"F794",67.19999695
"F795",68.19999695
"F796",68.19999695
"F797",68.19999695
"F798",68.19999695
"F799",68.19999695
"F800",68.19999695
"F801",68.19999695
"F802",68.19999695
"F803",68.19999695
"F804",68.19999695
"F805",68.19999695
"F806",68.19999695
"F807",68.19999695
"F808",68.19999695
"F809",69.19999695
"F810",69.19999695
"F811",69.19999695
"F812",69.19999695
"F813",69.19999695
"F814",69.19999695
"F815",69.19999695
"F816",69.19999695
"F817",69.19999695
"F818",69.19999695
"F819",69.19999695
"F820",69.19999695
"F821",69.19999695
"F822",70.19999695
"F823",70.19999695
"F824",70.19999695
"F825",70.19999695
"F826",61.20000076
"F827",63.20000076
"F828",63.20000076
"F829",63.20000076
"F830",63.20000076
"F831",63.20000076
"F832",63.20000076
"F833",63.20000076
"F834",63.20000076
"F835",63.20000076
"F836",64.19999695
"F837",64.19999695
"F838",64.19999695
"F839",64.19999695
"F840",64.19999695
"F841",65.19999695
"F842",65.19999695
"F843",65.19999695
"F844",65.19999695
"F845",65.19999695
"F846",65.19999695
"F847",65.19999695
"F848",66.19999695
"F849",66.19999695
"F850",66.19999695
"F851",66.19999695
"F852",66.19999695
"F853",66.19999695
"F854",66.19999695
"F855",66.19999695
"F856",66.19999695
"F857",66.19999695
"F858",66.19999695
"F859",67.19999695
"F860",67.19999695
"F861",67.19999695
"F862",67.19999695
"F863",67.19999695
"F864",67.19999695
"F865",67.19999695
"F866",67.19999695
"F867",67.19999695
"F868",67.19999695
"F869",67.19999695
"F870",68.19999695
"F871",68.19999695
"F872",68.19999695
"F873",68.19999695
"F874",68.19999695
"F875",68.19999695
"F876",68.19999695
"F877",69.19999695
"F878",69.19999695
"F879",69.19999695
"F880",69.19999695
"F881",69.19999695
"F882",69.19999695
"F883",69.19999695
"F884",70.19999695
"F885",70.19999695
"F886",70.19999695
"F887",70.19999695
"F888",70.19999695
"F889",71.19999695
"F890",71.19999695
"F891",72.19999695
"F892",61.20000076
"F893",62.20000076
"F894",63.20000076
"F895",63.20000076
"F896",63.20000076
"F897",63.20000076
"F898",64.19999695
"F899",64.19999695
"F900",64.19999695
"F901",64.19999695
"F902",65.19999695
"F903",66.19999695
"F904",66.19999695
"F905",66.19999695
"F906",66.19999695
"F907",66.19999695
"F908",67.19999695
"F909",67.19999695
"F910",67.19999695
"F911",67.19999695
"F912",67.19999695
"F913",69.19999695
"F914",69.19999695
"F915",61.20000076
"F916",63.20000076
"F917",63.20000076
"F918",64.19999695
"F919",64.19999695
"F920",64.19999695
"F921",64.19999695
"F922",65.19999695
"F923",66.19999695
"F924",66.19999695
"F925",67.19999695
"F926",67.19999695
"F927",68.19999695
"F928",69.19999695
